"X","title","console","genre","critic_score","total_sales"
9356,"Galidor: Defenders of the Outer Dimension","GBA","Action",5.9,0.12
9358,"Call of Juarez: The Cartel","PC","Shooter",4.5,0.12
9367,"College Hoops 2K6","X360","Sports",6.5,0.12
9373,"Major League Baseball 2K6","PSP","Sports",7.4,0.12
9375,"Disney's Extreme Skate Adventure","GC","Sports",7.4,0.12
9382,"Raiden IV","X360","Shooter",7,0.12
9383,"Payday 2","NS","Shooter",5,0.12
9412,"NBA 2K2","GC","Sports",8.8,0.12
9416,"Academy of Champions: Soccer","Wii","Sports",7.1,0.12
9435,"Nintendo Pocket Football Club","3DS","Sports",7,0.12
9437,"Zero Escape: Zero Time Dilemma","3DS","Adventure",7.7,0.12
9441,"Spider-Man: Edge of Time","3DS","Adventure",5.5,0.12
9443,"Cel Damage","XB","Racing",5.7,0.12
9449,"MLB 14 The Show","PSV","Sports",7.1,0.12
9452,"Burning Road","PS","Racing",6,0.12
9454,"Jeremy McGrath Supercross World","GC","Racing",2.7,0.12
9468,"Lunar: Dragon Song","DS","Role-Playing",5.9,0.12
9470,"Venetica","PS3","Role-Playing",5,0.12
9485,"Alice: Madness Returns","PC","Adventure",6.7,0.12
9490,"FIFA Soccer","PSP","Sports",7.8,0.12
9503,"The Bible Game","GBA","Misc",3.5,0.12
9524,"Bomberman Party Edition","PS","Puzzle",7.9,0.12
9526,"Picross 3D Round 2","3DS","Puzzle",8.6,0.12
9535,"Ice Age: Dawn of the Dinosaurs","X360","Platform",6.7,0.12
9536,"Are You Smarter than a 5th Grader? Game Time","X360","Puzzle",4,0.12
9538,"Go! Sudoku","PSP","Puzzle",6.8,0.12
9545,"Undead Knights","PSP","Action",6.6,0.12
9550,"Power Gig: Rise of the SixString","X360","Misc",3,0.12
9553,"Rocket League","PC","Sports",9.2,0.12
9561,"Dawn of Discovery","DS","Simulation",7.9,0.11
9567,"Trauma Center: Under the Knife 2","DS","Simulation",8.2,0.11
9572,"Overcooked Special Edition","NS","Simulation",8.4,0.11
9582,"The BIGS","PSP","Sports",7.6,0.11
9589,"FIFA World Cup Germany 2006","PSP","Sports",6.5,0.11
9590,"NBA 2K18","X360","Sports",7,0.11
9602,"Grand Theft Auto: Mission Pack #1, London 1969","PS","Adventure",6.7,0.11
9611,"Rogue Warrior","X360","Shooter",3,0.11
9614,"Burnout Paradise Remastered","XOne","Racing",8,0.11
9621,"BoomBots","PS","Fighting",4.5,0.11
9622,"The King of Fighters XII","X360","Fighting",6.4,0.11
9623,"Starsky & Hutch","GC","Racing",6,0.11
9629,"NASCAR '14","PS3","Racing",7,0.11
9633,"Prinny: Can I Really Be the Hero?","PSP","Platform",7.2,0.11
9637,"Namco Museum Arcade Pac","NS","Misc",7.8,0.11
9641,"Arcade Party Pak","PS","Misc",7.6,0.11
9651,"Pimp My Ride","X360","Racing",3.8,0.11
9661,"BlazBlue: Continuum Shift II","3DS","Fighting",6,0.11
9663,"Sonic Generations","PC","Platform",8.3,0.11
9668,"Mortal Kombat: Deception","GC","Fighting",7.2,0.11
9669,"BlazBlue: Calamity Trigger Portable","PSP","Fighting",7.9,0.11
9670,"Prinny 2: Dawn of Operation Panties, Dood!","PSP","Platform",6.3,0.11
9673,"de Blob 2","DS","Platform",7.5,0.11
9674,"Ty the Tasmanian Tiger 2: Bush Rescue","XB","Platform",6.9,0.11
9683,"Zubo","DS","Misc",7.5,0.11
9695,"Pro Evolution Soccer 2014","PC","Sports",8.3,0.11
9701,"RiME","PS4","Adventure",7.1,0.11
9703,"Death Jr.: Root of Evil","Wii","Platform",7.3,0.11
9704,"Disney's Peter Pan: Return to Never Land","GBA","Platform",4,0.11
9706,"Open Season","X360","Platform",5.7,0.11
9711,"The King of Fighters '99","PS","Fighting",7,0.11
9717,"Classic NES Series: Bomberman","GBA","Puzzle",5.4,0.11
9723,"Calling","Wii","Adventure",4.8,0.11
9745,"Dead Cells","NS","Action",9.3,0.11
9746,"Retro Game Challenge","DS","Action",8.1,0.11
9755,"Breakout","PS","Puzzle",4.9,0.11
9761,"GT Advance 2: Rally Racing","GBA","Racing",7.6,0.11
9769,"18 Wheeler: American Pro Trucker","GC","Racing",5,0.11
9771,"Astro Boy: The Video Game","PS2","Action",5,0.11
9775,"Green Lantern: Rise of the Manhunters","DS","Action",5.5,0.11
9777,"Phantom Dust","XB","Action",8.2,0.11
9778,"Tom Clancy's Splinter Cell Trilogy","PS3","Action",6.5,0.11
9779,"TMNT","PSP","Action",3.6,0.11
9785,"Rengoku: The Tower of Purgatory","PSP","Action",4.7,0.11
9790,"Dynasty Warriors Advance","GBA","Action",5.2,0.11
9792,"The Scorpion King: Rise of the Akkadian","GC","Action",5.2,0.11
9798,"Deus Ex: Human Revolution","WiiU","Shooter",8.6,0.11
9805,"Bionicle Heroes","GC","Shooter",5.4,0.11
9808,"Dementium II","DS","Shooter",7.5,0.11
9812,"BloodRayne","GC","Shooter",7.9,0.11
9816,"Eragon","PSP","Action",6.2,0.11
9817,"Batman & Robin","PS","Action",5.4,0.11
9818,"Spyborgs","Wii","Action",6.3,0.11
9820,"Night at the Museum: Battle of the Smithsonian","X360","Action",5.4,0.11
9824,"Pok<e9>mon Rumble World","3DS","Action",7,0.11
9828,"Planet 51","X360","Action",5.7,0.11
9830,"Army Men: RTS","PS2","Strategy",6.1,0.11
9837,"Wolfenstein II: The New Colossus","NS","Shooter",8.3,0.11
9839,"Bodycount","X360","Shooter",4.8,0.11
9844,"Bodycount","PS3","Shooter",4.9,0.11
9845,"Contra Advance: The Alien Wars EX","GBA","Shooter",6.7,0.11
9849,"Star Trek: Conquest","PS2","Strategy",6.3,0.11
9853,"FIFA Soccer 06","PSP","Sports",7.6,0.11
9864,"Beaterator","PSP","Misc",7.9,0.11
9873,"Astro Boy: The Video Game","Wii","Action",5.3,0.11
9875,"Fighting Force 64","N64","Action",5.2,0.11
9884,"Panzer Dragoon Saga","SAT","Role-Playing",9.1,0.11
9886,"Ys VIII: Lacrimosa of Dana","NS","Role-Playing",8.5,0.11
9892,"Master of the Monster Lair","DS","Role-Playing",6.9,0.11
9896,"Brave Story: New Traveler (US sales)","PSP","Role-Playing",7.5,0.11
9899,"A Witch's Tale","DS","Role-Playing",5,0.11
9900,"The Alliance Alive","3DS","Role-Playing",7.3,0.11
9901,"Phantasy Star Collection","GBA","Role-Playing",7.9,0.11
9905,"Mana Khemia: Student Alliance","PSP","Role-Playing",3.2,0.11
9906,"Darkspore","PC","Role-Playing",6.6,0.11
9908,"Odama","GC","Misc",6.5,0.11
9909,"Pinball Hall of Fame: The Williams Collection","PSP","Misc",8,0.11
9917,"Sakura Wars: So Long, My Love","Wii","Role-Playing",7.4,0.11
9920,"Dark Souls: Remastered","XOne","Role-Playing",8,0.11
9932,"Tom Clancy's EndWar","PSP","Strategy",6.7,0.11
9939,"Railroad Tycoon II","PS","Strategy",6.6,0.11
9940,"Rome: Total War","PC","Strategy",9,0.11
9941,"Carnage Heart","PS","Strategy",7.1,0.11
9943,"Ring of Red","PS2","Strategy",8,0.11
9951,"Brunswick Circuit Pro Bowling 2","PS","Sports",7,0.11
9957,"Cloudy With A Chance of Meatballs","Wii","Adventure",6.7,0.11
9958,"Shadow of Destiny","PSP","Adventure",6.8,0.11
9964,"The Polar Express","GC","Adventure",3.3,0.11
9967,"Gabrielle's Ghostly Groove 3D","3DS","Adventure",7.5,0.11
9969,"Frogger: Helmet Chaos","PSP","Platform",7,0.11
9972,"Sakura Wars","DC","Adventure",7.6,0.11
9974,"Patapon 2","PSP","Platform",8.2,0.11
9976,"Avatar: The Last Airbender","PSP","Adventure",6,0.11
9990,"JU-ON: The Grudge","Wii","Adventure",4,0.1
9993,"Disgaea Infinite","PSP","Adventure",6.8,0.1
9994,"The Book of Unwritten Tales","PC","Adventure",7.9,0.1
9995,"Miami Law","DS","Adventure",5.5,0.1
9996,"Agatha Christie: The ABC Murders","DS","Adventure",6,0.1
9997,"Blue Stinger","DC","Adventure",6.7,0.1
10001,"The First Templar","X360","Adventure",7,0.1
10002,"Cloudy With a Chance of Meatballs","PS3","Adventure",6.7,0.1
10021,"Blitz: The League II","X360","Sports",6.6,0.1
10024,"Guitar Hero: Van Halen","PS2","Misc",4.9,0.1
10033,"Castlevania Double Pack","GBA","Platform",9,0.1
10049,"Baten Kaitos Origins","GC","Role-Playing",7.5,0.1
10063,"Phantom Brave: The Hermuda Triangle","PSP","Role-Playing",7.2,0.1
10077,"Astro Boy: The Video Game","DS","Action",4.4,0.1
10081,"Tom Clancy's Splinter Cell: Chaos Theory","GC","Action",7.8,0.1
10086,"The Godfather: Mob Wars","PSP","Action",6.2,0.1
10087,"Marvel Super Hero Squad: The Infinity Gauntlet","3DS","Action",4.8,0.1
10093,"Vandal Hearts II","PS","Strategy",7.2,0.1
10102,"World Series of Poker: Tournament of Champions 2007 Edition","PSP","Misc",6.4,0.1
10106,"Harry Potter and the Deathly Hallows - Part 2","PC","Action",4.3,0.1
10121,"X-Men: The Official Game","XB","Action",4.8,0.1
10123,"Spider-Man: Web of Shadows","DS","Action",7.9,0.1
10127,"Thor: God of Thunder","3DS","Action",6,0.1
10128,"X-Men: Destiny","Wii","Action",3.3,0.1
10133,"Yu-Gi-Oh! 5D's Wheelie Breakers","Wii","Racing",7.5,0.1
10135,"NASCAR","PSP","Racing",7.2,0.1
10161,"Classic NES Series: Excitebike","GBA","Racing",6.4,0.1
10167,"Banjo-Pilot","GBA","Racing",6.2,0.1
10168,"Ridge Racer 2","PSP","Racing",7.5,0.1
10181,"The BIGS 2","PSP","Sports",6.8,0.1
10191,"NBA Ballers: Rebound","PSP","Sports",7.3,0.1
10196,"Hunter: The Reckoning","GC","Action",7.1,0.1
10197,"The Lord of the Rings: Conquest","DS","Action",5.9,0.1
10198,"Tom Clancy's Splinter Cell: Conviction","PC","Action",8,0.1
10214,"The Elder Scrolls Online: Summerset","PS4","MMO",7.5,0.1
10221,"NHL 2K6","X360","Sports",7.3,0.1
10222,"College Hoops 2K6","XB","Sports",8.3,0.1
10225,"Puzzle Chronicles","PSP","Puzzle",6.5,0.1
10229,"Harvest Moon: Frantic Farming","DS","Puzzle",7,0.1
10242,"Gretzky NHL","PSP","Sports",6,0.1
10250,"Ice Age 2: The Meltdown","XB","Platform",6.8,0.1
10251,"Shantae and the Pirate's Curse","3DS","Platform",7.7,0.1
10252,"Cubic Ninja","3DS","Platform",5.5,0.1
10254,"Lode Runner 3-D","N64","Action",7,0.1
10261,"Marvel vs. Capcom: Clash of Super Heroes","DC","Fighting",8.5,0.1
10276,"Disney's The Jungle Book","GBA","Platform",5,0.1
10277,"Over the Hedge","XB","Platform",6.6,0.1
10285,"Universal Studios Theme Parks Adventure","GC","Misc",5.1,0.1
10292,"Surf's Up","X360","Sports",6.2,0.1
10298,"Cartoon Network: Punch Time Explosion","3DS","Fighting",5.6,0.1
10299,"Dead or Alive 5 Plus","PSV","Fighting",8,0.1
10311,"Dead or Alive 5 Last Round","XOne","Fighting",7.5,0.1
10315,"Dragon Ball: Evolution","PSP","Fighting",3.4,0.1
10317,"The King of Fighters: Dream Match 1999","DC","Fighting",7.2,0.1
10333,"Heatseeker","Wii","Simulation",5.5,0.1
10344,"Steel Battalion","XB","Simulation",7.7,0.1
10346,"Disney's Chicken Little: Ace In Action","Wii","Shooter",7.6,0.1
10349,"Darkest of Days","X360","Shooter",4.6,0.1
10354,"MindJack","X360","Shooter",4.5,0.1
10356,"Ballistic: Ecks vs. Sever","GBA","Shooter",7.3,0.1
10357,"Blast Works: Build, Trade, Destroy","Wii","Shooter",8.2,0.1
10360,"Bullet Witch","X360","Shooter",6.6,0.1
10369,"Stardew Valley","PS4","Simulation",8.8,0.1
10390,"Beach Spikers: Virtua Beach Volleyball","GC","Sports",7.1,0.1
10394,"Blue Dragon: Awakened Shadow","DS","Role-Playing",5.7,0.1
10396,"Shadow Tower","PS","Role-Playing",5.7,0.1
10399,"The Legend of Heroes: Trails in the Sky","PSP","Role-Playing",8.1,0.1
10400,"Ar tonelico: Melody of Elemia","PS2","Role-Playing",7,0.1
10401,"Aidyn Chronicles: The First Mage","N64","Role-Playing",6,0.1
10407,"Riviera: The Promised Land","GBA","Role-Playing",8.7,0.1
10408,"Opoona","Wii","Role-Playing",6.4,0.1
10410,"Dungeons & Dragons Tactics","PSP","Strategy",5.2,0.1
10413,"Record of Agarest War Zero","X360","Strategy",6.5,0.1
10414,"Warhammer 40,000: Dawn of War II - Chaos Rising","PC","Strategy",8.6,0.1
10424,"Vexx","XB","Platform",6.8,0.1
10427,"Attack on Titan 2","XOne","Action",7,0.09
10428,"Mystic Heroes","GC","Action",6.8,0.09
10435,"Ty the Tasmanian Tiger 3: Night of the Quinkan","GC","Action",6.2,0.09
10439,"LEGO Star Wars II: The Original Trilogy","GBA","Action",6,0.09
10447,"Obscure: The Aftermath","PSP","Adventure",6.5,0.09
10467,"Rock Band 3","DS","Misc",8.5,0.09
10475,"Cloudy With a Chance of Meatballs","X360","Adventure",6.7,0.09
10488,"Data East Arcade Classics","Wii","Misc",5,0.09
10491,"LEGO Batman: The Videogame","PC","Adventure",7.4,0.09
10497,"Space Invaders Extreme","PSP","Shooter",8.2,0.09
10498,"Alien Hominid","GC","Shooter",8.3,0.09
10499,"Halo 2","PC","Shooter",6.9,0.09
10501,"Ikaruga","GC","Shooter",8,0.09
10502,"F.E.A.R. 2: Project Origin","PC","Shooter",8.2,0.09
10509,"I-Ninja","GC","Platform",7.2,0.09
10515,"Ultimate Mortal Kombat","DS","Fighting",7.3,0.09
10521,"Rocky","GC","Fighting",7,0.09
10543,"Brain Age: Concentration Training","3DS","Education",7.5,0.09
10550,"Psychonauts","PS2","Platform",8.6,0.09
10553,"Battle Fantasia","X360","Fighting",7,0.09
10563,"Astro Boy: Omega Factor","GBA","Action",8.8,0.09
10565,"Batman Beyond: Return of the Joker","N64","Action",2,0.09
10573,"Jimmie Johnson's Anything With an Engine","X360","Racing",7.3,0.09
10574,"ChuChu Rocket!","GBA","Puzzle",8.1,0.09
10579,"Import Tuner Challenge (American sales)","X360","Racing",6.4,0.09
10582,"Driver: Renegade","3DS","Racing",3.5,0.09
10588,"GripShift","PSP","Racing",7.1,0.09
10591,"echochrome","PSP","Puzzle",7.6,0.09
10592,"Bomberman Max 2: Blue Advance","GBA","Puzzle",7.3,0.09
10616,"Mahjong Cub3D","3DS","Puzzle",6.9,0.09
10624,"Puchi Puchi Virus","DS","Puzzle",7.4,0.09
10631,"Ninja Gaiden Black","XB","Action",9.5,0.09
10641,"Bladestorm: The Hundred Years' War","X360","Action",6.9,0.09
10642,"Altered Beast: Guardian of the Realms","GBA","Action",6.5,0.09
10651,"Green Lantern: Rise of the Manhunters","Wii","Action",5.5,0.09
10660,"Harvest Moon: Boy & Girl","PSP","Simulation",6.1,0.09
10682,"Major League Baseball 2K7","PSP","Sports",6.3,0.09
10702,"Pro Evolution Soccer 2012","PC","Sports",7,0.09
10707,"Major League Baseball 2K9","PSP","Sports",6,0.09
10714,"NBA 2K18","PS3","Sports",7,0.09
10717,"The Incredibles: Rise of the Underminer","XB","Action",6.5,0.09
10718,"Captain America: Super Soldier","3DS","Action",5,0.09
10719,"Destroy All Humans! Path of the Furon","PS3","Action",5,0.09
10724,"Hearts of Iron III","PC","Strategy",7.9,0.09
10726,"Def Jam Fight For NY: The Takeover","PSP","Action",8,0.09
10729,"Killer7","PS2","Action",6.5,0.09
10730,"50 Cent: Bulletproof","PSP","Action",5.5,0.09
10735,"Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs the Soulless Army","PS2","Role-Playing",7.4,0.09
10748,"Damnation","PS3","Shooter",3.6,0.09
10757,"ShellShock 2: Blood Trails","X360","Shooter",3.2,0.09
10759,"F.E.A.R. Files","X360","Shooter",6.9,0.09
10760,"Codename Tenka","PS","Shooter",7,0.09
10767,"The Amazing Spider-Man (2012)","WiiU","Action-Adventure",6,0.09
10772,"Dungeons","PC","Strategy",6.5,0.09
10773,"Supreme Commander","X360","Strategy",5.7,0.09
10776,"Theme Hospital","PS","Strategy",7.2,0.09
10777,"MetropolisMania","PS2","Strategy",6.8,0.09
10786,"Wild ARMs: Alter Code F","PS2","Role-Playing",7.2,0.09
10790,"Skies of Arcadia","DC","Role-Playing",9.2,0.09
10794,"Last Rebellion","PS3","Role-Playing",4.8,0.09
10805,"Dark Angel: Vampire Apocalypse","PS2","Role-Playing",4.6,0.09
10808,"Knights in the Nightmare","PSP","Role-Playing",8,0.09
10810,"Ys I & II Chronicles","PSP","Role-Playing",6.4,0.09
10812,"Spectral Force 3","X360","Role-Playing",5.9,0.09
10814,"Digimon World 4","GC","Role-Playing",5.2,0.09
10820,"Arcania: Gothic 4","X360","Role-Playing",6.2,0.09
10827,"Zoids Assault","X360","Strategy",5.2,0.09
10829,"Henry Hatsworth in the Puzzling Adventure","DS","Puzzle",9.1,0.09
10834,"The Legend of Heroes: A Tear of Vermillion","PSP","Role-Playing",6.9,0.09
10847,"Harvest Moon: Skytree Village","3DS","Simulation",5,0.09
10853,"BIT.TRIP COMPLETE","Wii","Misc",8.1,0.09
10874,"Supremacy MMA","X360","Fighting",5,0.08
10894,"The King of Fighters EX2: Howling Blood","GBA","Fighting",7.9,0.08
10896,"Gundam Seed: Battle Assault","GBA","Fighting",6.5,0.08
10901,"Armorines: Project S.W.A.R.M.","PS","Shooter",3.2,0.08
10907,"Nano Assault","3DS","Shooter",6,0.08
10913,"ARK: Survival Evolved","NS","Action-Adventure",4,0.08
10915,"Darksiders II: Deathinitive Edition","XOne","Action-Adventure",7.5,0.08
10917,"Carol Vorderman's Sudoku","PSP","Puzzle",7.4,0.08
10918,"Warhammer 40,000: Dawn of War II - Retribution","PC","Strategy",7.9,0.08
10921,"Evolution Worlds","GC","Role-Playing",6.5,0.08
10922,"A-Train","PS","Strategy",6,0.08
10925,"7 Wonders of the Ancient World","PSP","Puzzle",5.4,0.08
10927,"Soul Bubbles","DS","Puzzle",7,0.08
10929,"Bomberman Jetters","GC","Puzzle",7.2,0.08
10934,"TimeSplitters: Future Perfect","GC","Shooter",8.4,0.08
10935,"America's Army: True Soldiers","X360","Shooter",4.5,0.08
10941,"Earth Defense Force 2017","X360","Shooter",7.4,0.08
10947,"GoldenEye 007","DS","Shooter",5.5,0.08
10950,"Infernal: Hell's Vengeance","X360","Shooter",4.4,0.08
10957,"Gradius Galaxies","GBA","Shooter",7.8,0.08
10958,"Conflict: Desert Storm","GC","Shooter",6.3,0.08
10961,"P.N.03 - Product Number Three","GC","Shooter",6.3,0.08
10964,"Bangai-O Spirits","DS","Shooter",8.4,0.08
10969,"Tom Clancy's Splinter Cell: Pandora Tomorrow","GC","Action",6.7,0.08
10970,"Knights Contract","X360","Action",5,0.08
10973,"Knights in the Nightmare","DS","Role-Playing",7.5,0.08
10985,"Ephemeral Fantasia","PS2","Role-Playing",5.7,0.08
10986,"Koudelka","PS","Role-Playing",6.5,0.08
10990,"Ogre Battle Series: Tactics Ogre","PS","Role-Playing",7.9,0.08
10994,"Shining Force: Resurrection of the Dark Dragon","GBA","Role-Playing",7.8,0.08
10996,"Shin Megami Tensei: Digital Devil Saga 2","PS2","Role-Playing",8.1,0.08
11009,"Resident Evil 3: Nemesis","GC","Action",5.7,0.08
11014,"Batman: Dark Tomorrow","GC","Action",2.3,0.08
11015,"Tomb Raider: Legend","GC","Action",7.9,0.08
11024,"Fatal Frame III: The Tormented","PS2","Action",7.7,0.08
11025,"Zero: Tsukihami no Kamen","Wii","Action",7.5,0.08
11032,"C.O.P.: The Recruit","DS","Action",5.7,0.08
11041,"Tony Hawk's Pro Skater 3","N64","Sports",8.1,0.08
11048,"Boxing Fever","GBA","Sports",7.2,0.08
11052,"New International Track & Field","DS","Sports",7.4,0.08
11055,"Stella Deus: The Gate of Eternity","PS2","Strategy",7.3,0.08
11065,"Madden NFL 08","GC","Sports",7.6,0.08
11071,"NHL 2K7","X360","Sports",8,0.08
11074,"FIFA Soccer 2005","GBA","Sports",8.1,0.08
11075,"FIFA 18","PC","Sports",8,0.08
11090,"Knights Contract","PS3","Action",5.8,0.08
11132,"Blazing Angels: Squadrons of WWII","XB","Simulation",7,0.08
11134,"Alien Syndrome","PSP","Role-Playing",4.9,0.08
11135,"Phantasy Star Online Episode III: C.A.R.D. Revolution","GC","Role-Playing",7.4,0.08
11140,"NBA 10 The Inside","PSP","Sports",6.5,0.08
11155,"Baroque","Wii","Role-Playing",5.2,0.08
11182,"TrackMania DS","DS","Racing",7.5,0.08
11187,"GT Advance 3: Pro Concept Racing","GBA","Racing",7.7,0.08
11188,"R: Racing Evolution","GC","Racing",6.1,0.08
11197,"Wetrix","N64","Puzzle",8.6,0.08
11204,"Iggy's Reckin' Balls","N64","Racing",6.8,0.08
11217,"Air Conflicts: Secret Wars","X360","Simulation",6,0.08
11222,"Tomb Raider: Underworld","PC","Adventure",8,0.08
11234,"Mario vs. Donkey Kong: Tipping Stars","3DS","Puzzle",6.5,0.08
11239,"Cloudy With a Chance of Meatballs","PSP","Adventure",6,0.08
11240,"Gray Matter","PC","Adventure",7.3,0.08
11243,"Elebits: The Adventures of Kai and Zero","DS","Adventure",7.5,0.08
11255,"Godzilla Generations","DC","Action",3.2,0.08
11258,"Hammerin' Hero","PSP","Action",7,0.08
11261,"Samurai Warriors 2","X360","Action",5.4,0.08
11264,"Urban Reign","PS2","Action",7.5,0.08
11266,"Exit","PSP","Puzzle",7.9,0.08
11267,"Frantix","PSP","Puzzle",5.4,0.08
11286,"Ice Age 2: The Meltdown","Wii","Platform",6.5,0.08
11297,"Taz Wanted","GC","Platform",5.7,0.08
11298,"Ultimate Ghosts 'n Goblins","PSP","Platform",7.3,0.08
11307,"Super Street Fighter IV: Arcade Edition","PC","Fighting",8.5,0.08
11355,"Line Rider 2: Unbound","DS","Puzzle",5,0.08
11356,"Crush","PSP","Puzzle",8.5,0.08
11357,"Ultimate Fighting Championship: Throwdown","GC","Fighting",6.7,0.08
11359,"Samurai Shodown Sen","X360","Fighting",4.8,0.08
11361,"Shonen Jump's One Piece: Pirates Carnival","GC","Misc",4.6,0.08
11385,"Superman Returns","DS","Action",3.8,0.07
11392,"Far Cry 5","PC","Action",6.3,0.07
11394,"The King of Fighters: Evolution","DC","Fighting",7.6,0.07
11404,"Kengo: Legend of The 9","X360","Fighting",4.8,0.07
11405,"TMNT: Mutant Melee","GC","Fighting",4.2,0.07
11412,"Xbox Live Arcade Unplugged Volume 1","X360","Misc",7.4,0.07
11445,"Tank! Tank! Tank!","WiiU","Misc",4.7,0.07
11449,"You Don't Know Jack","DS","Misc",6,0.07
11458,"Disaster: Day of Crisis","Wii","Action",6.4,0.07
11462,"Blast Radius","PS","Action",6.6,0.07
11464,"Centipede / Breakout / Warlords","GBA","Misc",5.6,0.07
11469,"Disney's Party","GBA","Misc",4,0.07
11475,"Haunting Ground","PS2","Action",6.6,0.07
11501,"Ride 3","PS4","Racing",7.3,0.07
11502,"Smashing Drive","GC","Racing",4.7,0.07
11514,"WRC 2: FIA World Rally Championship","X360","Racing",5.8,0.07
11518,"Need for Speed: Most Wanted (2012)","PC","Racing",8.5,0.07
11519,"Crazy Taxi 2","DC","Racing",8.3,0.07
11521,"WipEout HD Fury","PS3","Racing",9.1,0.07
11525,"Gunstar Super Heroes","GBA","Shooter",8,0.07
11526,"C: The Contra Adventure","PS","Shooter",4.2,0.07
11532,"Aero Gauge","N64","Racing",4.5,0.07
11533,"Circuit Breakers","PS","Racing",5.9,0.07
11537,"Burnout Paradise: The Ultimate Box","PS3","Racing",9,0.07
11540,"Rayman Arena","XB","Racing",5,0.07
11556,"Dream Trigger 3D","3DS","Shooter",5.7,0.07
11561,"Tom Clancy's Ghost Recon 2","GC","Shooter",5.7,0.07
11564,"Operation Flashpoint: Dragon Rising","PC","Shooter",7.6,0.07
11566,"Damnation","X360","Shooter",3.1,0.07
11569,"Operation Flashpoint: Red River","PC","Shooter",7,0.07
11575,"Spartan: Total Warrior","GC","Action",7.1,0.07
11577,"Bionicle Heroes","X360","Shooter",6.1,0.07
11585,"Football Manager 2010","PC","Sports",8.7,0.07
11594,"All-Star Baseball 2004","GBA","Sports",7.4,0.07
11595,"Alexi Lalas International Soccer","PS","Sports",4.4,0.07
11618,"Firefighter F.D.18","PS2","Action",5.9,0.07
11621,"Zombi","PS4","Action",7.5,0.07
11623,"Frogger Advance: The Great Quest","GBA","Action",5.5,0.07
11625,"Catwoman","GC","Action",5.3,0.07
11631,"Rogue Trooper: Quartz Zone Massacre","Wii","Shooter",8,0.07
11633,"Rayman 3: Hoodlum Havoc","XB","Platform",7.3,0.07
11651,"Taz Wanted","XB","Platform",5.8,0.07
11654,"Open Season","PSP","Platform",6.7,0.07
11656,"I-Ninja","XB","Platform",7.8,0.07
11657,"Spot Goes to Hollywood","PS","Platform",4.4,0.07
11659,"Anubis II","Wii","Platform",1.5,0.07
11686,"Dino Master: Dig Discover Duel","DS","Strategy",2.5,0.07
11692,"Disney Sports Skateboarding","GBA","Sports",3.6,0.07
11696,"Culdcept Revolt","3DS","Strategy",7.3,0.07
11698,"Gladius","GC","Strategy",8.3,0.07
11708,"Poi","NS","Platform",5,0.07
11711,"Wallace & Gromit in Project Zoo","GC","Platform",6.6,0.07
11712,"Rayman 3: Hoodlum Havoc","GC","Platform",7.4,0.07
11714,"Disney's Donald Duck Advance","GBA","Platform",6.5,0.07
11716,"Open Season","Wii","Platform",5,0.07
11718,"Sushi Striker: The Way of Sushido","NS","Puzzle",7.9,0.07
11725,"Cooking Mama: Sweet Shop","3DS","Simulation",6,0.07
11736,"FIFA Soccer 2004","GC","Sports",8.2,0.07
11737,"Dave Mirra BMX Challenge","PSP","Sports",3.5,0.07
11755,"Buster Bros. Collection","PS","Puzzle",6.9,0.07
11758,"Bomberman Max 2: Red Advance","GBA","Puzzle",7.5,0.07
11759,"The Rub Rabbits!","DS","Puzzle",7.3,0.07
11763,"Risen 3: Titan Lords Enhanced Edition","PS4","Role-Playing",1,0.07
11770,"Ghost in the Shell: Stand Alone Complex","PSP","Role-Playing",5.7,0.07
11780,"Fable: The Lost Chapters","PC","Role-Playing",8.3,0.07
11781,"Dragon Valor","PS","Role-Playing",6.1,0.07
11786,"Dragoneer's Aria","PSP","Role-Playing",5.2,0.07
11795,"RPG Maker: Fes","3DS","Role-Playing",7,0.07
11800,"Batman: Rise of Sin Tzu","GBA","Action",5.5,0.07
11806,"Alex Rider: Stormbreaker","DS","Action",4,0.07
11823,"Divinity II: Ego Draconis","PC","Role-Playing",6.8,0.07
11824,"Torchlight","PC","Role-Playing",8.4,0.07
11829,"Full Spectrum Warrior: Ten Hammers","PS2","Strategy",5.5,0.07
11832,"Vanguard Bandits","PS","Strategy",6.4,0.07
11833,"Battlezone: Rise of the Black Dogs","N64","Strategy",7.3,0.07
11835,"Army Men: RTS","GC","Strategy",6.9,0.07
11838,"Worms 3D","GC","Strategy",7.5,0.07
11839,"MotorStorm RC","PSV","Racing",8.1,0.07
11853,"Flower, Sun, and Rain","DS","Adventure",5.7,0.07
11855,"Obscure","PS2","Adventure",6.8,0.07
11860,"Classic NES Series: Metroid","GBA","Adventure",5.2,0.07
11861,"Shadowgate 64: Trials of the Four Towers","N64","Adventure",5.4,0.07
11885,"Again","DS","Adventure",6,0.07
11893,"Second Sight","XB","Adventure",7.8,0.07
11897,"Tomb Raider: Legend","DS","Adventure",6.5,0.07
11921,"BlazBlue: Cross Tag Battle","NS","Fighting",8,0.07
11930,"Ultimate Marvel vs. Capcom 3","X360","Fighting",8.3,0.07
11932,"Boxing","PS","Fighting",5.9,0.07
11943,"Midway Arcade Treasures 3","GC","Misc",6.1,0.07
11961,"Create","PC","Misc",6,0.06
